channel,x,y,z
C3_A2,-0.06535809999999999,-0.0116317,0.064358
C4_A1,0.06711790000000001,-0.0109003,0.06358
F3_A2,-0.0502438,0.0531112,0.042192
F4_A1,0.0518362,0.0543048,0.040814
O1_A2,-0.0294134,-0.112449,0.008839
O2_A1,0.0298426,-0.112156,0.0088
